event_date,sale_date,days_to_event,venue,genre,ticket_tier,base_price,artist_popularity,temperature_c,is_cold,is_rainy,is_weekend,is_saturday,month,day_of_week,has_competing_event,is_peak_season,viral_shock,transport_disruption,venue_location_premium,price_adjustment_pct,optimal_price
2023-04-19,2023-04-06,13,"SSE Hydro, Glasgow",Hip-Hop,Standing (General),48.0,9,11.1,0,1,0,0,4,2,0,0,0,0,0.03,22.0,58.5
2023-07-02,2023-06-13,19,"First Direct Arena, Leeds",Pop,Standing (General),48.0,9,18.5,0,0,1,0,7,6,1,1,0,0,0.02,22.0,58.5
2023-07-11,2023-06-17,24,"Motorpoint Arena, Cardiff",Pop,Standing (General),48.0,6,16.3,0,0,0,0,7,1,0,1,0,0,0.0,22.0,58.5
2023-03-06,2023-01-22,43,"O2 Arena, London",R&B,Standard (Seated),78.0,7,9.9,0,1,0,0,3,0,1,0,1,0,0.22,22.0,95.0
2024-04-18,2024-01-09,100,"Boardmasters, Newquay",Pop,Standard (Seated),78.0,6,15.2,0,0,0,0,4,3,1,0,0,0,0.15,22.0,95.0
2023-04-10,2023-02-14,55,Manchester Arena,Classical,Premium (Seated),125.0,3,14.1,0,0,0,0,4,0,1,0,0,0,0.08,-1.47,123.0
2024-06-27,2024-04-12,76,Manchester Arena,R&B,VIP Package,210.0,5,14.9,0,0,0,0,6,3,0,0,1,0,0.08,22.0,256.0
2023-05-08,2023-01-25,103,"Glastonbury Festival, Somerset",Rock,VIP Package,210.0,7,14.2,0,0,0,0,5,0,0,0,0,0,0.35,22.0,256.0
2024-03-27,2023-12-07,111,"Utilita Arena, Birmingham",Electronic/Dance,Standard (Seated),78.0,7,9.7,0,1,0,0,3,2,0,0,0,0,0.05,22.0,95.0
2024-01-04,2023-10-31,65,"First Direct Arena, Leeds",Hip-Hop,Premium (Seated),125.0,8,-3.0,1,1,0,0,1,3,0,0,0,0,0.02,17.96,147.5
2023-02-12,2022-10-25,110,"SSE Hydro, Glasgow",Electronic/Dance,VIP Package,210.0,8,2.5,1,1,1,0,2,6,1,1,0,0,0.03,16.82,245.5
2024-02-23,2023-11-15,100,"Utilita Arena, Birmingham",Jazz,Standing (General),48.0,4,6.6,1,1,1,0,2,4,1,1,0,0,0.05,7.7,51.5
2024-05-02,2024-02-18,74,"O2 Arena, London",Hip-Hop,Standing (General),48.0,7,16.6,0,0,0,0,5,3,1,0,0,1,0.22,22.0,58.5
2023-03-19,2023-01-12,66,"SSE Hydro, Glasgow",Classical,Standing (General),48.0,6,8.6,0,1,1,0,3,6,0,0,1,0,0.03,13.13,54.5
2023-09-27,2023-08-06,52,"O2 Arena, London",Hip-Hop,Standard (Seated),78.0,8,10.7,0,1,0,0,9,2,0,0,0,0,0.22,22.0,95.0
2024-11-04,2024-07-21,106,"Motorpoint Arena, Cardiff",Pop,Premium (Seated),125.0,3,6.1,1,1,0,0,11,0,1,0,0,0,0.0,0.75,126.0
2024-12-01,2024-11-26,5,"Boardmasters, Newquay",Pop,Standard (Seated),78.0,7,2.6,1,1,1,0,12,6,0,1,0,0,0.15,22.0,95.0
2024-12-28,2024-08-19,131,Manchester Arena,Musical Theatre,Standard (Seated),78.0,5,8.8,0,1,1,1,12,5,1,1,0,0,0.08,22.0,95.0
2023-11-11,2023-09-11,61,Manchester Arena,Musical Theatre,Standard (Seated),78.0,4,3.2,1,1,1,1,11,5,0,0,0,0,0.08,16.55,91.0
2023-06-17,2023-03-28,81,"O2 Arena, London",Classical,Standing (General),48.0,1,20.7,0,0,1,1,6,5,0,0,0,0,0.22,7.01,51.5
2023-12-05,2023-11-23,12,"O2 Arena, London",Classical,Standing (General),48.0,9,1.4,1,1,0,0,12,1,1,1,0,0,0.22,22.0,58.5
2023-07-12,2023-04-28,75,"Glastonbury Festival, Somerset",Rock,Standing (General),48.0,6,17.1,0,0,0,0,7,2,0,1,0,0,0.35,22.0,58.5
2024-03-28,2024-01-11,77,"O2 Arena, London",Electronic/Dance,Standing (General),48.0,6,6.7,1,1,0,0,3,3,0,0,0,0,0.22,22.0,58.5
2023-10-10,2023-04-17,176,Manchester Arena,Musical Theatre,Premium (Seated),125.0,3,5.6,1,1,0,0,10,1,0,0,0,0,0.08,10.41,138.0
2023-12-02,2023-06-10,175,"Motorpoint Arena, Cardiff",Jazz,Premium (Seated),125.0,6,-0.9,1,1,1,1,12,5,0,1,0,0,0.0,15.29,144.0
2024-01-25,2023-10-24,93,"Glastonbury Festival, Somerset",Rock,Premium (Seated),125.0,9,7.1,1,1,0,0,1,3,0,0,1,0,0.35,22.0,152.5
2024-06-08,2024-04-02,67,"First Direct Arena, Leeds",Rock,Premium (Seated),125.0,3,18.6,0,0,1,1,6,5,0,0,0,0,0.02,8.86,136.0
2023-08-28,2023-07-13,46,"Utilita Arena, Birmingham",Electronic/Dance,Premium (Seated),125.0,10,16.0,0,0,0,0,8,0,0,1,1,0,0.05,22.0,152.5
2024-04-27,2024-03-22,36,"Utilita Arena, Birmingham",R&B,Standard (Seated),78.0,5,7.9,1,1,1,1,4,5,0,0,0,0,0.05,18.39,92.5
2024-10-20,2024-10-09,11,"Boardmasters, Newquay",R&B,Standard (Seated),78.0,9,0.3,1,1,1,0,10,6,0,0,0,0,0.15,22.0,95.0
2024-12-16,2024-11-10,36,"Utilita Arena, Birmingham",Hip-Hop,Standard (Seated),78.0,6,0.9,1,1,0,0,12,0,0,1,1,0,0.05,22.0,95.0
2024-08-14,2024-05-27,79,"Utilita Arena, Birmingham",Pop,Standard (Seated),78.0,4,9.0,0,1,0,0,8,2,0,1,0,0,0.05,17.68,92.0
2024-07-08,2024-05-29,40,"O2 Arena, London",Classical,Standard (Seated),78.0,4,7.0,1,1,0,0,7,0,0,1,0,0,0.22,18.56,92.5
2024-04-02,2023-11-08,146,"O2 Arena, London",Classical,Premium (Seated),125.0,4,16.8,0,0,0,0,4,1,1,0,0,0,0.22,7.0,134.0
2023-03-30,2023-03-12,18,"Utilita Arena, Birmingham",Jazz,Standing (General),48.0,4,11.1,0,1,0,0,3,3,1,0,0,0,0.05,-6.55,45.0
2024-10-21,2024-08-07,75,"Glastonbury Festival, Somerset",Jazz,Standard (Seated),78.0,6,3.2,1,1,0,0,10,0,0,0,0,0,0.35,20.78,94.0
2023-04-05,2023-02-15,49,"Glastonbury Festival, Somerset",Electronic/Dance,Standard (Seated),78.0,1,14.4,0,0,0,0,4,2,0,0,0,0,0.35,22.0,95.0
2024-03-27,2024-03-18,9,"Boardmasters, Newquay",Classical,Standing (General),48.0,9,16.4,0,0,0,0,3,2,0,0,0,0,0.15,22.0,58.5
2024-03-03,2023-12-26,68,"First Direct Arena, Leeds",Electronic/Dance,VIP Package,210.0,7,6.7,1,1,1,0,3,6,0,0,0,0,0.02,22.0,256.0
2023-05-31,2023-04-28,33,"Motorpoint Arena, Cardiff",Musical Theatre,Standing (General),48.0,9,20.1,0,0,0,0,5,2,0,0,0,0,0.0,22.0,58.5
2024-05-28,2024-03-28,61,"Motorpoint Arena, Cardiff",Pop,Standing (General),48.0,7,15.3,0,0,0,0,5,1,1,0,0,0,0.0,14.41,55.0
2024-01-11,2023-10-21,82,"Utilita Arena, Birmingham",Musical Theatre,Standing (General),48.0,5,0.9,1,1,0,0,1,3,0,0,0,0,0.05,22.0,58.5
2023-01-22,2022-10-05,109,Manchester Arena,Rock,Premium (Seated),125.0,3,-1.3,1,1,1,0,1,6,0,0,0,0,0.08,3.52,129.5
2023-11-09,2023-08-07,94,"First Direct Arena, Leeds",Pop,Standard (Seated),78.0,5,3.6,1,1,0,0,11,3,0,0,0,0,0.02,11.41,87.0
2024-06-02,2024-03-02,92,"Glastonbury Festival, Somerset",R&B,Standard (Seated),78.0,7,20.8,0,0,1,0,6,6,1,0,0,0,0.35,22.0,95.0
2023-07-25,2023-02-25,150,Manchester Arena,Hip-Hop,Premium (Seated),125.0,8,18.0,0,0,0,0,7,1,0,1,0,1,0.08,14.85,143.5
2024-01-10,2023-12-28,13,"Glastonbury Festival, Somerset",Rock,Standard (Seated),78.0,4,2.3,1,1,0,0,1,2,1,0,0,0,0.35,22.0,95.0
2024-03-26,2024-03-07,19,"O2 Arena, London",Electronic/Dance,Standing (General),48.0,5,7.7,1,1,0,0,3,1,0,0,0,0,0.22,22.0,58.5
2024-09-17,2024-04-21,149,"SSE Hydro, Glasgow",Jazz,Standing (General),48.0,6,13.1,0,0,0,0,9,1,0,0,0,0,0.03,0.19,48.0
2024-08-17,2024-03-21,149,"Utilita Arena, Birmingham",Rock,Premium (Seated),125.0,6,12.0,0,1,1,1,8,5,0,1,0,0,0.05,19.52,149.5
2023-06-28,2023-04-12,77,"SSE Hydro, Glasgow",Electronic/Dance,Standard (Seated),78.0,1,13.0,0,0,0,0,6,2,0,0,0,0,0.03,-10.04,70.0
2023-07-29,2023-06-29,30,Manchester Arena,Rock,Standing (General),48.0,5,11.5,0,1,1,1,7,5,0,1,0,0,0.08,22.0,58.5
2024-05-14,2024-04-06,38,"Glastonbury Festival, Somerset",Electronic/Dance,Standing (General),48.0,7,23.1,0,0,0,0,5,1,0,0,0,0,0.35,22.0,58.5
2024-04-08,2024-01-12,87,"Utilita Arena, Birmingham",Hip-Hop,Standing (General),48.0,7,8.1,0,1,0,0,4,0,0,0,0,0,0.05,20.75,58.0
2023-05-04,2023-04-09,25,Manchester Arena,R&B,Standard (Seated),78.0,5,20.3,0,0,0,0,5,3,0,0,1,0,0.08,22.0,95.0
2023-04-23,2022-12-25,119,"Utilita Arena, Birmingham",Musical Theatre,Standing (General),48.0,9,16.1,0,0,1,0,4,6,0,0,0,0,0.05,22.0,58.5
2023-01-12,2022-12-20,23,Manchester Arena,Electronic/Dance,Standing (General),48.0,7,1.4,1,1,0,0,1,3,0,0,0,0,0.08,22.0,58.5
2023-05-06,2023-04-10,26,Manchester Arena,Jazz,Standard (Seated),78.0,7,17.7,0,0,1,1,5,5,0,0,0,0,0.08,20.73,94.0
2024-07-18,2024-04-30,79,Manchester Arena,Classical,Premium (Seated),125.0,5,18.6,0,0,0,0,7,3,1,1,0,1,0.08,-7.63,115.5
2023-11-27,2023-10-22,36,"Glastonbury Festival, Somerset",Jazz,Premium (Seated),125.0,6,11.0,0,1,0,0,11,0,0,0,0,0,0.35,21.8,152.0
2023-10-10,2023-07-24,78,"First Direct Arena, Leeds",Pop,Standard (Seated),78.0,3,12.2,0,1,0,0,10,1,1,0,0,0,0.02,-8.35,71.5
2023-05-20,2022-12-15,156,"SSE Hydro, Glasgow",Rock,Premium (Seated),125.0,5,16.5,0,0,1,1,5,5,0,0,1,0,0.03,22.0,152.5
2024-02-05,2023-09-13,145,Manchester Arena,Electronic/Dance,Standard (Seated),78.0,5,6.9,1,1,0,0,2,0,1,1,0,0,0.08,14.14,89.0
2023-04-07,2022-12-19,109,Manchester Arena,Jazz,VIP Package,210.0,3,16.3,0,0,1,0,4,4,1,0,1,0,0.08,12.41,236.0
2024-05-31,2024-04-07,54,"Boardmasters, Newquay",Pop,Standing (General),48.0,9,17.8,0,0,1,0,5,4,0,0,0,0,0.15,22.0,58.5
2024-07-22,2024-03-01,143,"Utilita Arena, Birmingham",Musical Theatre,Standard (Seated),78.0,3,18.2,0,0,0,0,7,0,0,1,0,0,0.05,22.0,95.0
2023-03-10,2022-11-02,128,"Glastonbury Festival, Somerset",Pop,Standard (Seated),78.0,2,7.7,1,1,1,0,3,4,0,0,0,0,0.35,22.0,95.0
2023-04-28,2023-02-09,78,"O2 Arena, London",Pop,Standing (General),48.0,5,13.8,0,0,1,0,4,4,0,0,0,0,0.22,22.0,58.5
2023-02-28,2022-11-07,113,"O2 Arena, London",Pop,Premium (Seated),125.0,6,8.7,0,1,0,0,2,1,1,1,0,0,0.22,22.0,152.5
2023-02-02,2022-11-28,66,"Glastonbury Festival, Somerset",Electronic/Dance,Standing (General),48.0,3,6.2,1,1,0,0,2,3,0,1,1,1,0.35,22.0,58.5
2023-11-14,2023-09-09,66,"SSE Hydro, Glasgow",Musical Theatre,Standard (Seated),78.0,3,1.8,1,1,0,0,11,1,0,0,0,0,0.03,8.77,85.0
2023-02-19,2022-12-07,74,"O2 Arena, London",Rock,Standard (Seated),78.0,4,4.2,1,1,1,0,2,6,0,1,0,0,0.22,22.0,95.0
2024-05-03,2024-03-05,59,Manchester Arena,Electronic/Dance,Standing (General),48.0,4,16.8,0,0,1,0,5,4,0,0,0,0,0.08,17.96,56.5
2023-01-19,2022-10-27,84,"Motorpoint Arena, Cardiff",Pop,Standard (Seated),78.0,3,-1.3,1,1,0,0,1,3,0,0,0,0,0.0,9.75,85.5
2024-12-26,2024-11-28,28,"First Direct Arena, Leeds",Hip-Hop,Standard (Seated),78.0,5,4.8,1,1,0,0,12,3,0,1,0,0,0.02,21.9,95.0
2023-07-16,2023-02-25,141,"SSE Hydro, Glasgow",Pop,Premium (Seated),125.0,1,7.8,1,1,1,0,7,6,0,1,0,0,0.03,-12.16,110.0
2024-03-25,2024-03-09,16,Manchester Arena,Electronic/Dance,Premium (Seated),125.0,2,11.7,0,1,0,0,3,0,0,0,0,0,0.08,3.89,130.0
2024-07-12,2024-04-04,99,Manchester Arena,Hip-Hop,Standing (General),48.0,7,12.1,0,1,1,0,7,4,0,1,0,1,0.08,22.0,58.5
2024-11-09,2024-09-04,66,"Boardmasters, Newquay",Electronic/Dance,Standard (Seated),78.0,5,-0.2,1,1,1,1,11,5,0,0,0,0,0.15,22.0,95.0
2024-03-27,2023-10-08,171,"O2 Arena, London",Pop,VIP Package,210.0,4,6.6,1,1,0,0,3,2,0,0,0,1,0.22,17.92,247.5
2023-10-16,2023-09-26,20,"First Direct Arena, Leeds",Pop,Standing (General),48.0,1,9.0,0,1,0,0,10,0,0,0,0,0,0.02,1.75,49.0
2023-05-21,2023-04-04,47,"Motorpoint Arena, Cardiff",Hip-Hop,Standard (Seated),78.0,4,12.7,0,1,1,0,5,6,0,0,0,0,0.0,2.0,79.5
2023-03-25,2022-12-04,111,"O2 Arena, London",Jazz,Premium (Seated),125.0,7,9.4,0,1,1,1,3,5,0,0,0,0,0.22,22.0,152.5
2024-11-24,2024-10-04,51,Manchester Arena,Musical Theatre,Standard (Seated),78.0,4,1.6,1,1,1,0,11,6,1,0,0,0,0.08,0.13,78.0
2024-01-26,2023-11-17,70,"Utilita Arena, Birmingham",Jazz,Standing (General),48.0,9,2.2,1,1,1,0,1,4,0,0,1,0,0.05,22.0,58.5
2024-08-13,2024-03-28,138,"First Direct Arena, Leeds",Musical Theatre,Standard (Seated),78.0,4,16.6,0,0,0,0,8,1,0,1,0,1,0.02,1.64,79.5
2023-08-03,2023-06-15,49,"First Direct Arena, Leeds",R&B,Standard (Seated),78.0,5,13.6,0,0,0,0,8,3,0,1,0,0,0.02,18.14,92.0
2024-06-09,2024-02-13,117,Manchester Arena,Rock,VIP Package,210.0,7,17.5,0,0,1,0,6,6,0,0,0,0,0.08,22.0,256.0
2023-08-03,2023-07-11,23,"Utilita Arena, Birmingham",Pop,Standing (General),48.0,10,10.8,0,1,0,0,8,3,0,1,0,0,0.05,22.0,58.5
2024-02-07,2023-11-07,92,"Utilita Arena, Birmingham",R&B,VIP Package,210.0,4,2.7,1,1,0,0,2,2,0,1,0,0,0.05,19.06,250.0
2023-05-08,2023-01-23,105,"Utilita Arena, Birmingham",Hip-Hop,Standard (Seated),78.0,2,12.0,0,1,0,0,5,0,0,0,0,0,0.05,-5.4,74.0
2024-04-21,2024-02-29,52,"O2 Arena, London",Jazz,Standing (General),48.0,5,12.8,0,1,1,0,4,6,0,0,0,0,0.22,21.4,58.5
2024-02-08,2023-09-27,134,"Utilita Arena, Birmingham",Rock,Standard (Seated),78.0,6,11.2,0,1,0,0,2,3,1,1,0,0,0.05,7.18,83.5
2023-01-29,2022-10-14,107,"Boardmasters, Newquay",Electronic/Dance,Standard (Seated),78.0,9,3.7,1,1,1,0,1,6,0,0,1,1,0.15,22.0,95.0
2023-12-04,2023-11-18,16,"First Direct Arena, Leeds",Hip-Hop,Standing (General),48.0,5,2.2,1,1,0,0,12,0,0,1,1,0,0.02,22.0,58.5
2024-12-14,2024-09-29,76,"SSE Hydro, Glasgow",Electronic/Dance,Standing (General),48.0,2,-5.0,1,1,1,1,12,5,0,1,1,0,0.03,20.48,58.0
2023-12-27,2023-08-09,140,"Utilita Arena, Birmingham",Rock,Premium (Seated),125.0,6,5.9,1,1,0,0,12,2,1,1,0,0,0.05,18.94,148.5
2024-07-22,2024-05-23,60,"Glastonbury Festival, Somerset",Classical,VIP Package,210.0,1,22.5,0,0,0,0,7,0,0,1,0,0,0.35,22.0,256.0
2024-01-27,2023-12-01,57,"Glastonbury Festival, Somerset",Pop,Standing (General),48.0,5,0.1,1,1,1,1,1,5,1,0,0,0,0.35,22.0,58.5
2023-08-06,2023-07-04,33,"O2 Arena, London",Musical Theatre,Standing (General),48.0,5,10.6,0,1,1,0,8,6,1,1,1,0,0.22,22.0,58.5
2024-07-27,2024-06-13,44,Manchester Arena,Musical Theatre,Premium (Seated),125.0,3,22.0,0,0,1,1,7,5,1,1,0,0,0.08,22.0,152.5
2024-10-30,2024-10-04,26,Manchester Arena,R&B,Standard (Seated),78.0,9,7.4,1,1,0,0,10,2,1,0,0,0,0.08,22.0,95.0
2023-07-21,2023-05-20,62,Manchester Arena,R&B,Standing (General),48.0,5,22.9,0,0,1,0,7,4,0,1,0,0,0.08,19.26,57.0
2023-01-17,2022-11-16,62,"O2 Arena, London",Classical,VIP Package,210.0,8,7.2,1,1,0,0,1,1,1,0,1,0,0.22,22.0,256.0
2023-11-18,2023-10-17,32,"Motorpoint Arena, Cardiff",R&B,Standing (General),48.0,5,-3.7,1,1,1,1,11,5,0,0,1,0,0.0,22.0,58.5
2024-06-01,2024-04-21,41,"O2 Arena, London",Pop,Standard (Seated),78.0,7,23.6,0,0,1,1,6,5,1,0,0,0,0.22,22.0,95.0
2024-07-23,2024-06-12,41,"First Direct Arena, Leeds",Musical Theatre,Standard (Seated),78.0,5,17.4,0,0,0,0,7,1,0,1,0,0,0.02,22.0,95.0
2023-11-21,2023-10-14,38,"Utilita Arena, Birmingham",R&B,Standard (Seated),78.0,10,3.2,1,1,0,0,11,1,0,0,0,0,0.05,22.0,95.0
2024-02-16,2023-10-08,131,"O2 Arena, London",Rock,Standing (General),48.0,6,6.1,1,1,1,0,2,4,1,1,0,1,0.22,22.0,58.5
2023-11-14,2023-07-03,134,"Glastonbury Festival, Somerset",Electronic/Dance,Premium (Seated),125.0,3,2.8,1,1,0,0,11,1,0,0,0,0,0.35,22.0,152.5
2024-11-11,2024-07-12,122,"Motorpoint Arena, Cardiff",Rock,VIP Package,210.0,1,-2.2,1,1,0,0,11,0,0,0,0,0,0.0,-6.27,197.0
2023-03-23,2023-01-08,74,"First Direct Arena, Leeds",Rock,Standard (Seated),78.0,8,14.8,0,0,0,0,3,3,0,0,0,0,0.02,21.94,95.0
2024-04-18,2024-04-14,4,Manchester Arena,Electronic/Dance,Standard (Seated),78.0,6,12.1,0,1,0,0,4,3,0,0,0,0,0.08,22.0,95.0
2024-04-12,2023-12-23,111,"O2 Arena, London",R&B,Standing (General),48.0,2,12.9,0,1,1,0,4,4,0,0,0,0,0.22,16.24,56.0
2024-02-29,2023-10-25,127,"SSE Hydro, Glasgow",Electronic/Dance,VIP Package,210.0,7,5.0,1,1,0,0,2,3,0,1,0,0,0.03,22.0,256.0
2024-11-19,2024-09-20,60,"O2 Arena, London",Musical Theatre,VIP Package,210.0,3,9.2,0,1,0,0,11,1,1,0,0,0,0.22,21.22,254.5
2023-07-23,2023-04-03,111,"SSE Hydro, Glasgow",Jazz,Premium (Seated),125.0,7,13.6,0,0,1,0,7,6,0,1,0,0,0.03,13.93,142.5
2024-08-05,2024-06-19,47,"Motorpoint Arena, Cardiff",Pop,Standard (Seated),78.0,6,14.7,0,0,0,0,8,0,0,1,0,0,0.0,22.0,95.0
2024-01-22,2023-10-30,84,"O2 Arena, London",Pop,VIP Package,210.0,2,8.0,1,1,0,0,1,0,0,0,0,0,0.22,22.0,256.0
2023-04-08,2023-03-24,15,"Glastonbury Festival, Somerset",Hip-Hop,Standing (General),48.0,2,16.0,0,0,1,1,4,5,1,0,0,0,0.35,22.0,58.5
2023-12-11,2023-12-08,3,"O2 Arena, London",Hip-Hop,Standard (Seated),78.0,5,3.6,1,1,0,0,12,0,0,1,1,1,0.22,22.0,95.0
2023-07-27,2023-06-17,40,"Glastonbury Festival, Somerset",Musical Theatre,Standard (Seated),78.0,9,6.8,1,1,0,0,7,3,0,1,0,0,0.35,22.0,95.0
2024-05-28,2024-05-18,10,"O2 Arena, London",Hip-Hop,Standard (Seated),78.0,6,15.9,0,0,0,0,5,1,0,0,0,0,0.22,22.0,95.0
2024-09-27,2024-07-20,69,"Utilita Arena, Birmingham",Rock,Premium (Seated),125.0,7,10.6,0,1,1,0,9,4,0,0,0,0,0.05,22.0,152.5
2024-08-08,2024-07-04,35,Manchester Arena,R&B,Standard (Seated),78.0,5,14.6,0,0,0,0,8,3,0,1,0,0,0.08,22.0,95.0
2023-06-15,2023-05-25,21,"Motorpoint Arena, Cardiff",Jazz,Standing (General),48.0,4,21.2,0,0,0,0,6,3,1,0,0,1,0.0,-23.16,37.0
2023-01-22,2022-09-26,118,"First Direct Arena, Leeds",Musical Theatre,Standard (Seated),78.0,7,-1.2,1,1,1,0,1,6,0,0,0,0,0.02,22.0,95.0
2023-06-03,2023-02-07,116,"O2 Arena, London",Rock,Standard (Seated),78.0,5,14.4,0,0,1,1,6,5,0,0,0,0,0.22,22.0,95.0
2024-03-14,2023-12-19,86,"Utilita Arena, Birmingham",Electronic/Dance,Standard (Seated),78.0,2,13.4,0,0,0,0,3,3,1,0,0,0,0.05,3.99,81.0
2023-10-22,2023-10-13,9,Manchester Arena,Pop,Standing (General),48.0,4,9.8,0,1,1,0,10,6,0,0,0,0,0.08,17.16,56.0
2023-08-07,2023-04-10,119,"Utilita Arena, Birmingham",Electronic/Dance,Standing (General),48.0,6,10.4,0,1,0,0,8,0,0,1,0,0,0.05,22.0,58.5
2024-10-30,2024-08-14,77,"Glastonbury Festival, Somerset",Pop,Standard (Seated),78.0,5,6.9,1,1,0,0,10,2,0,0,0,0,0.35,22.0,95.0
2024-05-09,2024-01-19,111,Manchester Arena,Musical Theatre,Premium (Seated),125.0,4,16.1,0,0,0,0,5,3,0,0,0,0,0.08,15.26,144.0
2023-08-18,2023-03-18,153,Manchester Arena,Hip-Hop,VIP Package,210.0,6,11.7,0,1,1,0,8,4,0,1,0,0,0.08,22.0,256.0
2023-01-20,2022-08-03,170,"O2 Arena, London",Jazz,VIP Package,210.0,6,-1.1,1,1,1,0,1,4,0,0,0,0,0.22,20.86,254.0
2024-07-06,2024-03-28,100,"Utilita Arena, Birmingham",Musical Theatre,Premium (Seated),125.0,4,13.8,0,0,1,1,7,5,0,1,0,0,0.05,18.62,148.5
2023-05-28,2023-05-20,8,Manchester Arena,Pop,Standing (General),48.0,4,14.1,0,0,1,0,5,6,0,0,0,0,0.08,19.22,57.0
2023-04-18,2022-11-11,158,Manchester Arena,Hip-Hop,Premium (Seated),125.0,7,19.4,0,0,0,0,4,1,0,0,0,0,0.08,22.0,152.5
2024-02-07,2023-10-30,100,"O2 Arena, London",Musical Theatre,Standard (Seated),78.0,8,7.7,1,1,0,0,2,2,0,1,0,0,0.22,22.0,95.0
2024-08-18,2024-03-24,147,Manchester Arena,Electronic/Dance,Premium (Seated),125.0,4,15.0,0,0,1,0,8,6,1,1,0,0,0.08,6.16,132.5
2024-04-27,2024-03-19,39,"Boardmasters, Newquay",Hip-Hop,Standard (Seated),78.0,4,10.1,0,1,1,1,4,5,0,0,0,0,0.15,22.0,95.0
2024-01-02,2023-09-06,118,Manchester Arena,R&B,Premium (Seated),125.0,4,7.7,1,1,0,0,1,1,0,0,1,0,0.08,22.0,152.5
2024-02-18,2023-10-07,134,"Utilita Arena, Birmingham",Hip-Hop,Standard (Seated),78.0,2,11.1,0,1,1,0,2,6,0,1,0,0,0.05,4.92,82.0
2023-11-05,2023-07-16,112,"Motorpoint Arena, Cardiff",R&B,Standing (General),48.0,4,3.9,1,1,1,0,11,6,0,0,0,1,0.0,-10.66,43.0
2023-05-14,2023-03-26,49,"SSE Hydro, Glasgow",Electronic/Dance,Standard (Seated),78.0,5,14.4,0,0,1,0,5,6,0,0,0,0,0.03,8.64,84.5
2024-12-19,2024-09-13,97,Manchester Arena,Pop,Standing (General),48.0,5,2.5,1,1,0,0,12,3,0,1,0,0,0.08,22.0,58.5
2023-10-10,2023-04-23,170,"Utilita Arena, Birmingham",Pop,VIP Package,210.0,6,8.6,0,1,0,0,10,1,1,0,0,0,0.05,5.51,221.5
2023-03-14,2023-01-26,47,"Glastonbury Festival, Somerset",Pop,Standard (Seated),78.0,1,4.9,1,1,0,0,3,1,1,0,0,0,0.35,15.09,90.0
2024-04-25,2023-12-11,136,"O2 Arena, London",Pop,Standard (Seated),78.0,6,10.3,0,1,0,0,4,3,0,0,0,0,0.22,22.0,95.0
2023-12-18,2023-07-02,169,Manchester Arena,R&B,VIP Package,210.0,3,-0.8,1,1,0,0,12,0,0,1,0,0,0.08,8.73,228.5
2024-07-13,2024-03-21,114,"O2 Arena, London",Pop,Standard (Seated),78.0,3,15.3,0,0,1,1,7,5,1,1,0,0,0.22,22.0,95.0
2023-11-22,2023-10-19,34,Manchester Arena,Pop,Standing (General),48.0,7,4.1,1,1,0,0,11,2,0,0,0,0,0.08,22.0,58.5
2024-03-18,2023-12-27,82,Manchester Arena,Classical,Standing (General),48.0,3,13.6,0,0,0,0,3,0,0,0,0,0,0.08,-4.04,46.0
2023-04-10,2023-03-23,18,"SSE Hydro, Glasgow",Classical,Standard (Seated),78.0,4,14.3,0,0,0,0,4,0,0,0,0,0,0.03,-3.7,75.0
2023-02-28,2022-12-27,63,"O2 Arena, London",Classical,Premium (Seated),125.0,6,0.5,1,1,0,0,2,1,0,1,0,0,0.22,22.0,152.5
2024-05-22,2023-12-15,159,"First Direct Arena, Leeds",Musical Theatre,Premium (Seated),125.0,6,23.5,0,0,0,0,5,2,1,0,0,0,0.02,7.92,135.0
2023-09-15,2023-03-22,177,"Utilita Arena, Birmingham",Pop,VIP Package,210.0,1,17.7,0,0,1,0,9,4,0,0,0,0,0.05,-0.04,210.0
2024-02-17,2024-01-24,24,"First Direct Arena, Leeds",Pop,Standing (General),48.0,2,11.7,0,1,1,1,2,5,1,1,0,0,0.02,11.27,53.5
2024-03-27,2024-02-03,53,"SSE Hydro, Glasgow",Rock,Standing (General),48.0,6,4.6,1,1,0,0,3,2,0,0,0,0,0.03,0.88,48.5
2023-03-06,2023-03-03,3,Manchester Arena,Musical Theatre,Standing (General),48.0,9,8.3,0,1,0,0,3,0,0,0,1,0,0.08,22.0,58.5
2024-08-17,2024-08-03,14,"Glastonbury Festival, Somerset",Classical,Premium (Seated),125.0,10,8.5,0,1,1,1,8,5,1,1,0,0,0.35,22.0,152.5
2023-06-03,2023-01-24,130,"First Direct Arena, Leeds",Rock,Standing (General),48.0,10,19.0,0,0,1,1,6,5,0,0,0,0,0.02,22.0,58.5
2023-09-23,2023-08-29,25,"Utilita Arena, Birmingham",Pop,Standing (General),48.0,4,11.0,0,1,1,1,9,5,0,0,0,0,0.05,17.73,56.5
2023-03-20,2023-01-01,78,"Motorpoint Arena, Cardiff",Hip-Hop,Standard (Seated),78.0,3,8.7,0,1,0,0,3,0,0,0,0,0,0.0,9.56,85.5
2023-11-11,2023-08-01,102,Manchester Arena,Rock,Standard (Seated),78.0,2,-0.1,1,1,1,1,11,5,1,0,0,0,0.08,-3.56,75.0
